,UserID,CreatedAt,CollectedAt,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
5643,60035951,7/25/2009 6:09,2/8/2010 19:24,1157,473,19,12,84,1
5656,60115064,7/25/2009 13:20,2/8/2010 19:25,1292,799,302,7,46,1
3012,30736047,4/12/2009 17:20,2/8/2010 19:25,1633,573,58,13,41,1
502,15213262,6/23/2008 18:27,2/8/2010 1:01,1741,1115,260,13,54,1
14559,112078532,2/6/2010 23:47,2/8/2010 1:04,105,3,2,11,85,1
1258,18107886,12/13/2008 18:25,2/8/2010 1:04,5610,8740,38091,13,125,1
7697,79202573,10/2/2009 10:03,2/8/2010 1:30,383,224,365,12,0,1
3272,34230221,4/22/2009 4:32,2/8/2010 1:30,58,529,192,14,157,1
7881,81056846,10/9/2009 2:53,2/8/2010 1:33,1629,320,87,7,53,1
2443,24985673,3/17/2009 18:57,2/8/2010 1:35,1153,400,348,11,105,1
8395,85457275,10/26/2009 19:22,2/8/2010 1:37,11437,10411,14583,12,50,1
2998,30636207,4/12/2009 6:14,2/8/2010 1:37,3968,3607,11,13,121,1
6191,65278401,8/12/2009 23:49,2/8/2010 1:40,1602,925,1749,12,0,1
13849,109187747,1/28/2010 0:55,2/8/2010 1:41,1914,170,134,15,72,1
3802,40257684,5/15/2009 10:04,2/8/2010 21:18,1710,753,1073,10,145,1
1312,18308979,12/22/2008 9:39,2/8/2010 21:20,1577,362,11,11,120,1
7080,74319591,9/14/2009 19:52,2/8/2010 21:20,1923,1483,16537,13,0,1
571,15471824,7/17/2008 13:41,2/8/2010 21:54,2364,7343,417,15,128,1
5377,57282407,7/16/2009 3:41,2/8/2010 22:38,670,664,552,8,152,1
8213,83998162,10/20/2009 23:13,2/8/2010 22:39,527,212,2,15,70,1
6966,72830752,9/9/2009 6:29,2/8/2010 22:40,529,412,5,7,0,1
14574,112170332,2/7/2010 7:47,2/8/2010 2:02,269,67,5,15,0,1
10550,97396248,12/17/2009 2:19,2/8/2010 2:03,1600,1070,805,13,132,1
8392,85431143,10/26/2009 17:11,2/8/2010 2:07,2001,1449,3,8,160,1
705,15965464,8/23/2008 22:41,2/8/2010 2:07,414,88,13,7,116,1
9060,89907275,11/14/2009 3:39,2/8/2010 2:09,50,1,1,13,33,1
4273,45060561,6/5/2009 21:17,2/8/2010 2:13,10164,9508,55511,14,124,1
4089,43495530,5/30/2009 1:54,2/8/2010 2:14,961,1054,8,13,0,1
8251,84249759,10/22/2009 0:33,2/8/2010 2:20,2913,2648,13849,9,40,1
3232,33732022,4/20/2009 19:20,2/8/2010 2:20,2711,2466,2948,12,83,1
14601,112315085,2/7/2010 19:46,2/8/2010 2:26,100,0,0,11,121,1
13416,107338988,1/22/2010 1:08,2/8/2010 2:50,247,11,3,13,0,1
11783,101434647,1/3/2010 2:30,2/8/2010 3:16,1252,1060,155,13,67,1
8534,86328866,10/30/2009 9:55,2/8/2010 3:19,3404,3418,189,14,107,1
9075,89964274,11/14/2009 10:06,2/8/2010 3:24,50,0,1,13,0,1
3632,38388884,5/7/2009 2:09,2/8/2010 3:27,885,1043,10109,6,102,1
6625,69609507,8/28/2009 10:05,2/8/2010 3:28,3151,2861,25675,9,57,1
13939,109520978,1/29/2010 3:50,2/8/2010 3:29,653,91,17,11,17,1
14445,111537335,2/5/2010 2:07,2/8/2010 4:10,587,124,0,15,139,1
14404,111379098,2/4/2010 12:28,2/8/2010 4:14,928,283,3,14,66,1
166,11547732,12/26/2007 16:36,2/8/2010 4:14,1765,629,24,13,153,1
13488,107654687,1/23/2010 2:05,2/8/2010 4:15,1898,467,0,8,0,1
9076,89964591,11/14/2009 10:08,2/8/2010 4:20,51,1,1,13,0,1
2556,26002705,3/23/2009 8:46,2/8/2010 4:20,364,102,397,10,57,1
9168,90537434,11/16/2009 19:46,2/8/2010 4:54,266,74,28,14,133,1
9103,90184456,11/15/2009 9:39,2/8/2010 4:57,3263,3126,1672,8,160,1
14490,111745858,2/5/2010 19:00,2/8/2010 4:57,340,59,31,13,73,1
3030,30987974,4/13/2009 18:13,2/8/2010 4:59,443,631,147,12,135,1
14401,111358849,2/4/2010 11:01,2/8/2010 5:02,370,45,0,15,13,1
14522,111869824,2/6/2010 6:15,2/8/2010 5:03,595,355,618,11,68,1
8964,89335948,11/11/2009 19:13,2/8/2010 5:04,1909,1747,2556,13,64,1
13889,109349862,1/28/2010 13:34,2/8/2010 8:26,916,109,12,14,56,1
13724,108673163,1/26/2010 12:04,2/8/2010 9:54,776,91,30,14,121,1
14117,110264244,1/31/2010 17:27,2/9/2010 10:04,1493,156,2178,10,0,1
14685,112602443,2/8/2010 20:48,2/9/2010 10:05,602,39,0,12,0,1
14697,112671065,2/9/2010 3:32,2/9/2010 10:05,50,7,2,9,61,1
10942,99080840,12/24/2009 4:46,2/9/2010 10:28,1274,703,98,7,26,1
1052,17295536,11/10/2008 15:27,2/9/2010 10:48,1095,656,261,7,158,1
14313,111043690,2/3/2010 10:32,2/9/2010 10:48,404,198,1,10,31,1
1518,19039269,1/15/2009 15:12,2/9/2010 11:04,1986,3612,478,14,18,1
4238,44786275,6/4/2009 20:26,2/9/2010 11:32,3625,3389,21,8,0,1
12461,103669686,1/10/2010 15:20,2/9/2010 11:32,71,9,75,10,0,1
14422,111454070,2/4/2010 18:13,2/9/2010 11:55,1732,274,15,12,135,1
8708,87508904,11/4/2009 13:13,2/9/2010 12:10,832,269,894,12,58,1
14681,112597676,2/8/2010 20:25,2/9/2010 12:11,172,42,364,11,0,1
2202,22972261,3/5/2009 14:22,2/9/2010 12:43,7858,7657,18091,6,111,1
1754,20197545,2/5/2009 16:41,2/9/2010 12:43,2018,1985,554,11,151,1
13682,108480299,1/25/2010 20:27,2/9/2010 13:42,757,416,98,14,152,1
6687,70293954,8/30/2009 22:18,2/9/2010 13:43,2001,1287,2014,9,48,1
14581,112212960,2/7/2010 11:07,2/9/2010 13:44,194,52,0,14,89,1
10118,95524822,12/8/2009 17:20,2/9/2010 13:45,5455,5091,328,7,146,1
14703,112690757,2/9/2010 5:23,2/9/2010 13:45,237,14,3,15,0,1
4306,45336379,6/7/2009 8:13,2/9/2010 14:25,37,57,838,11,38,1
14567,112123456,2/7/2010 4:02,2/9/2010 14:30,204,34,5,13,157,1
7028,73583899,9/12/2009 1:04,2/9/2010 14:56,1790,1021,76,12,0,1
14733,112814356,2/9/2010 14:04,2/9/2010 15:17,376,6,0,14,0,1
2983,30474468,4/11/2009 11:28,2/9/2010 15:24,2000,1472,465,10,40,1
14639,112435161,2/8/2010 7:54,2/9/2010 15:33,569,8,16,13,0,1
13334,107072803,1/21/2010 7:40,2/9/2010 15:34,240,207,32,15,17,1
3782,40078375,5/14/2009 15:40,2/9/2010 15:34,812,1667,2843,15,158,1
14719,112772707,2/9/2010 11:22,2/9/2010 15:34,5,0,3,12,0,1
12432,103568703,1/10/2010 7:31,2/9/2010 16:01,1073,295,23,12,81,1
14515,111847901,2/6/2010 3:58,2/9/2010 16:02,349,64,4,12,0,1
1250,18074643,12/12/2008 5:44,2/9/2010 16:02,1931,1024,398,6,72,1
2554,25960829,3/23/2009 0:40,2/9/2010 16:02,1985,1129,851,11,43,1
10159,95743875,12/9/2009 16:06,2/9/2010 16:04,1658,757,1496,11,32,1
8087,83097520,10/17/2009 4:38,2/9/2010 16:04,1055,1717,3024,11,56,1
9113,90265125,11/15/2009 16:41,2/9/2010 16:05,384,92,10,9,82,1
13236,106574602,1/19/2010 18:37,2/9/2010 16:24,984,280,471,15,159,1
3299,34639985,4/23/2009 10:25,2/9/2010 16:24,1494,876,299,11,82,1
8280,84438017,10/22/2009 17:15,2/9/2010 16:25,139,133,95,8,152,1
6935,72432441,9/7/2009 19:59,2/9/2010 16:25,3093,2828,112,11,0,1
9956,94734817,12/4/2009 23:42,2/9/2010 16:38,1429,392,1393,11,0,1
11177,100152458,12/29/2009 0:11,2/9/2010 16:54,1395,525,116,10,0,1
14271,110864763,2/2/2010 19:14,2/9/2010 16:54,219,127,4,15,32,1
14618,112381696,2/8/2010 2:44,2/9/2010 17:11,141,13,5,10,0,1
1532,19078865,1/16/2009 12:30,2/9/2010 18:03,354,295,15697,10,27,1
14673,112567761,2/8/2010 17:55,2/9/2010 18:04,576,65,26,15,28,1
13978,109668499,1/29/2010 15:22,2/9/2010 18:05,1617,170,1,14,131,1
13928,109476476,1/28/2010 23:05,2/9/2010 18:05,1785,213,61,11,24,1
13389,107266475,1/21/2010 19:18,2/9/2010 18:05,945,35,4,13,95,1
14580,112208567,2/7/2010 10:46,2/9/2010 18:06,1022,170,102,11,37,1
14460,111617427,2/5/2010 9:20,2/9/2010 1:04,1008,112,10,6,0,1
14236,110724410,2/2/2010 9:13,2/9/2010 1:05,712,107,14,9,0,1
13829,109111652,1/27/2010 18:50,2/9/2010 1:05,254,109,52,8,0,1
9736,93451403,11/29/2009 12:21,2/9/2010 1:07,690,386,22,9,33,1
8680,87354391,11/3/2009 21:29,2/9/2010 1:08,862,682,83,13,0,1
86,8014432,8/7/2007 1:16,2/9/2010 1:08,688,551,484,8,43,1
5729,60714509,7/27/2009 16:24,2/9/2010 1:09,354,380,1103,13,119,1
5510,58629558,7/20/2009 18:35,2/9/2010 1:19,1554,104,14,8,0,1
9773,93704997,11/30/2009 14:20,2/9/2010 22:09,754,416,139,8,0,1
11027,99498012,12/26/2009 7:04,2/9/2010 22:09,5376,4897,1219,9,142,1
3404,35827291,4/27/2009 14:05,2/9/2010 22:10,1528,2193,27284,13,113,1
419,14807631,5/16/2008 22:59,2/9/2010 22:10,939,1088,296,12,157,1
5425,57773057,7/17/2009 17:12,2/9/2010 22:11,1100,360,137,13,0,1
14052,109943111,1/30/2010 14:01,2/9/2010 22:12,1044,163,215,11,70,1
2013,21674710,2/23/2009 12:02,2/9/2010 22:12,2138,2074,762,13,119,1
1635,19498317,1/25/2009 12:29,2/9/2010 22:13,9877,10003,717,7,120,1
6139,64756302,8/11/2009 11:22,2/9/2010 22:14,12377,11841,3347,6,83,1
13764,108843246,1/26/2010 23:13,2/9/2010 22:16,1423,669,0,7,18,1
10290,96312448,12/12/2009 3:38,2/9/2010 22:16,2001,635,146,13,90,1
13222,106506239,1/19/2010 13:53,2/9/2010 22:16,2000,1771,135,13,87,1
14367,111263299,2/4/2010 3:40,2/9/2010 22:17,1787,278,48,13,0,1
14366,111259841,2/4/2010 3:20,2/9/2010 22:17,2001,323,50,15,0,1
14626,112408211,2/8/2010 5:37,2/9/2010 22:18,360,80,8,9,158,1
10317,96365556,12/12/2009 9:51,2/9/2010 22:18,2001,1419,18,11,0,1
3600,38049189,5/5/2009 18:16,2/9/2010 22:19,878,843,369,10,24,1
5779,61217107,7/29/2009 10:14,2/9/2010 22:19,773,205,25,10,58,1
12569,103947350,1/11/2010 13:32,2/9/2010 22:21,540,95,7,7,99,1
8017,82453426,10/14/2009 15:46,2/9/2010 22:21,1892,1298,1717,10,0,1
306,14313986,4/5/2008 22:22,2/9/2010 22:22,14776,24169,18107,11,158,1
5472,58325695,7/19/2009 18:35,2/9/2010 22:23,2516,2401,37,12,53,1
3437,36372028,4/29/2009 9:38,2/9/2010 22:23,4381,3988,3059,14,35,1
1705,19834403,1/31/2009 16:10,2/9/2010 22:24,736,736,428,12,19,1
2158,22554658,3/2/2009 17:48,2/9/2010 3:00,321,48,251,13,39,1
63,7024522,6/22/2007 16:29,2/9/2010 3:00,1659,738,44,5,48,1
1924,21142831,2/17/2009 17:01,2/9/2010 3:01,23463,23460,3164,13,78,1
8226,84088181,10/21/2009 9:11,2/9/2010 3:01,47,4,22,8,0,1
3407,35848162,4/27/2009 15:20,2/9/2010 3:02,1896,756,369,10,47,1
14380,111288418,2/4/2010 6:03,2/9/2010 3:03,856,97,128,10,0,1
7126,74803635,9/16/2009 13:43,2/9/2010 3:03,220,178,41,14,0,1
12308,103078755,1/8/2010 14:24,2/9/2010 3:24,1279,1014,13,12,80,1
14067,110006290,1/30/2010 19:16,2/9/2010 4:18,960,353,358,9,116,1
14687,112607580,2/8/2010 21:15,2/9/2010 4:20,493,0,0,12,0,1
5912,62339270,8/2/2009 15:11,2/9/2010 4:20,2708,2548,71,4,106,1
14508,111820272,2/6/2010 1:00,2/9/2010 4:20,628,38,49,9,131,1
13257,106650754,1/20/2010 0:34,2/9/2010 4:21,1328,493,119,15,80,1
14377,111284555,2/4/2010 5:42,2/9/2010 6:27,254,60,13,8,0,1
8044,82684904,10/15/2009 13:52,2/9/2010 6:28,1397,786,247,10,0,1
13599,108125283,1/24/2010 17:13,2/9/2010 6:29,987,545,383,15,140,1
10448,96896003,12/14/2009 20:37,2/9/2010 6:29,807,421,773,11,0,1
1203,17945198,12/7/2008 12:31,2/9/2010 6:30,1691,2079,1020,8,54,1
1961,21367818,2/19/2009 20:55,2/9/2010 6:30,26124,24785,1112,11,100,1
6340,66667226,8/18/2009 7:25,2/9/2010 6:31,1894,1781,42029,13,140,1
525,15313127,7/3/2008 17:14,2/9/2010 6:32,7282,14811,507,11,133,1
2160,22568769,3/2/2009 19:55,2/9/2010 6:33,17404,21162,392,11,70,1
13734,108714813,1/26/2010 14:55,2/9/2010 6:34,1127,202,35,10,0,1
3164,33054403,4/18/2009 18:43,2/9/2010 6:34,167,1111,15486,6,16,1
13697,108535657,1/26/2010 0:56,2/9/2010 6:58,813,127,83,10,63,1
4354,45909674,6/9/2009 13:52,2/9/2010 7:18,5449,6048,210,15,137,1
6347,66743407,8/18/2009 12:37,2/9/2010 7:40,1991,1612,2012,10,117,1
4993,53381909,7/3/2009 8:18,2/9/2010 7:59,422,240,2,14,27,1
9931,94566878,12/4/2009 8:18,2/9/2010 8:17,96,81,78,8,76,1
5222,55873498,7/11/2009 11:57,2/9/2010 8:17,3243,3032,1431,13,156,1
2553,25951765,3/22/2009 23:20,2/9/2010 9:23,917,445,169,14,160,1
15090,114607523,2/15/2010 19:12,3/1/2010 10:43,338,84,5,8,0,1
15067,114496766,2/15/2010 10:23,3/1/2010 10:44,288,76,5,9,0,1
14628,112411800,2/8/2010 5:59,3/1/2010 10:44,288,78,5,11,0,1
14437,111510406,2/4/2010 23:05,3/1/2010 10:45,288,76,5,10,0,1
14627,112411443,2/8/2010 5:57,3/1/2010 10:46,288,82,5,8,0,1
10794,98560707,12/21/2009 23:42,3/1/2010 10:47,552,146,316,10,0,1
11322,100488595,12/30/2009 6:45,3/1/2010 10:50,528,50,7,13,63,1
1713,19867432,2/1/2009 11:37,3/1/2010 10:51,7856,7142,3721,15,98,1
1914,21080683,2/17/2009 5:11,3/1/2010 10:52,609,302,19,9,0,1
7365,76848080,9/23/2009 22:46,3/1/2010 10:55,1298,1152,270,9,25,1
14651,112474893,2/8/2010 10:46,3/1/2010 16:13,1441,665,808,13,43,1
3298,34632844,4/23/2009 9:57,3/1/2010 16:14,2002,1433,142,14,0,1
3354,35320910,4/25/2009 16:53,3/1/2010 16:18,2672,2676,94,8,0,1
15766,118089122,2/27/2010 9:24,3/1/2010 16:25,894,291,37,11,73,1
15251,115396544,2/18/2010 8:41,3/1/2010 16:26,333,78,3,14,85,1
15617,117049139,2/24/2010 5:13,3/1/2010 16:28,353,70,68,15,0,1
7143,74960260,9/17/2009 2:44,3/1/2010 16:32,6928,6464,244,15,150,1
15464,116537840,2/22/2010 14:41,3/1/2010 16:33,1014,425,139,14,76,1
10180,95854030,12/10/2009 2:05,3/1/2010 16:35,2001,1259,2562,13,150,1
6250,65869177,8/15/2009 4:50,3/1/2010 16:36,660,115,31,9,0,1
9558,92216661,11/24/2009 0:46,3/1/2010 16:37,461,84,1218,9,0,1
15604,116989042,2/23/2010 23:33,3/1/2010 16:38,887,271,14,13,30,1
599,15634645,7/28/2008 12:17,3/1/2010 16:38,33788,33809,10917,12,160,1
15859,118588200,2/28/2010 22:26,3/1/2010 16:39,155,61,16,12,47,1
13136,106165285,1/18/2010 12:12,3/1/2010 16:40,1648,544,2,7,147,1
15420,116303344,2/21/2010 17:57,3/1/2010 16:41,736,299,47,12,73,1
9534,92037210,11/23/2009 9:06,3/1/2010 16:42,297,19,9,13,0,1
14657,112490713,2/8/2010 11:58,3/1/2010 16:45,263,55,13,12,137,1
8416,85572733,10/27/2009 8:50,3/1/2010 16:47,3190,3127,2597,11,150,1
15790,118281937,2/27/2010 22:57,3/1/2010 18:22,513,0,0,12,0,1
14634,112427104,2/8/2010 7:17,3/1/2010 20:35,223,100,9,14,33,1
15378,116102414,2/20/2010 23:07,3/1/2010 20:36,1744,603,1,13,38,1
9487,91868987,11/22/2009 15:10,3/1/2010 20:40,2001,1096,464,8,68,1
7988,82155069,10/13/2009 13:16,3/1/2010 20:42,957,545,17,15,96,1
13251,106628084,1/19/2010 22:31,3/1/2010 20:43,1817,1020,2348,10,84,1
1196,17911976,12/5/2008 18:06,3/1/2010 20:44,27624,34031,702,9,118,1
15260,115423996,2/18/2010 10:23,3/1/2010 21:50,732,87,10,11,128,1
390,14660807,5/5/2008 10:42,3/1/2010 21:51,1002,748,1401,15,49,1
13709,108582169,1/26/2010 5:40,3/1/2010 21:53,1305,111,2,10,0,1
10395,96659132,12/13/2009 18:42,3/1/2010 23:37,1977,404,12,13,50,1
1021,17206282,11/5/2008 23:23,3/1/2010 23:39,2001,1224,133,8,6,1
6689,70299937,8/30/2009 22:49,3/1/2010 23:40,2936,3617,192,12,85,1
6994,73156554,9/10/2009 11:36,3/1/2010 23:41,2831,2597,3881,13,86,1
7269,75679418,9/19/2009 19:31,3/1/2010 23:42,2000,668,262,9,29,1
9894,94421153,12/3/2009 15:46,3/1/2010 2:56,1662,1167,441,14,54,1
8391,85429594,10/26/2009 17:04,3/1/2010 2:58,2001,503,124,11,142,1
11085,99831099,12/27/2009 19:52,3/1/2010 3:04,1529,513,1073,6,99,1
15720,117636989,2/25/2010 22:05,3/1/2010 3:05,517,170,72,12,47,1
13946,109539980,1/29/2010 5:52,3/1/2010 3:06,3395,3098,164,14,74,1
13259,106657022,1/20/2010 1:11,3/1/2010 3:09,327,327,108,10,50,1
1785,20420298,2/9/2009 0:40,3/1/2010 3:11,5409,5088,11827,9,33,1
8113,83393407,10/18/2009 11:29,3/1/2010 3:12,779,296,164,13,69,1
7102,74517392,9/15/2009 13:31,3/1/2010 3:13,1145,3100,2716,15,33,1
15711,117523913,2/25/2010 14:45,3/1/2010 3:14,628,194,12,10,35,1
7670,78967210,10/1/2009 13:12,3/1/2010 7:27,2014,2068,3,14,106,1
1294,18250299,12/19/2008 14:17,3/1/2010 7:28,4211,3924,1292,15,85,1
6180,65158351,8/12/2009 15:56,3/1/2010 7:30,634,364,151,8,138,1
1517,19036637,1/15/2009 14:11,3/1/2010 7:33,990,140,586,7,82,1
8845,88395530,11/8/2009 4:45,3/1/2010 7:33,3260,3366,693,15,117,1
10243,96125121,12/11/2009 7:24,3/1/2010 7:35,616,292,3,15,64,1
9066,89937244,11/14/2009 7:33,3/1/2010 7:36,694,327,24,14,0,1
1383,18533329,1/1/2009 13:05,3/1/2010 7:37,1710,1001,77,11,142,1
15612,117017599,2/24/2010 2:19,3/1/2010 7:38,557,406,79,7,126,1
15102,114663798,2/15/2010 23:59,3/1/2010 7:42,394,100,6,12,0,1
15856,118579332,2/28/2010 21:45,3/1/2010 7:44,310,15,3,11,79,1
8047,82696978,10/15/2009 14:49,3/10/2010 0:58,2251,2078,652,6,97,1
14851,113346368,2/11/2010 7:26,3/10/2010 0:59,1138,243,311,9,0,1
15467,116545000,2/22/2010 15:16,3/10/2010 10:47,665,117,186,8,38,1
10283,96290295,12/12/2009 0:25,3/10/2010 12:05,328,419,869,13,110,1
15360,115999675,2/20/2010 13:16,3/10/2010 12:07,1118,529,52,14,101,1
2096,22100012,2/26/2009 21:05,3/10/2010 12:12,1786,1358,254,15,72,1
6701,70430446,8/31/2009 11:16,3/10/2010 12:14,352,115,42,10,0,1
7957,81763066,10/11/2009 23:36,3/10/2010 12:15,2947,2733,1414,14,55,1
9296,91073284,11/19/2009 3:57,3/10/2010 12:17,62,11,295,12,100,1
16014,119156119,3/2/2010 14:54,3/10/2010 12:19,1435,707,72,14,80,1
4834,51455838,6/27/2009 9:45,3/10/2010 12:20,2214,2019,574,15,88,1
15801,118319638,2/28/2010 2:35,3/10/2010 12:24,1314,272,151,11,0,1
7760,79967814,10/5/2009 3:41,3/10/2010 12:25,633,408,343,15,45,1
13757,108832116,1/26/2010 22:22,3/10/2010 12:26,2001,373,16,12,154,1
15713,117546445,2/25/2010 16:06,3/10/2010 12:28,1650,354,1424,8,127,1
9309,91081834,11/19/2009 5:04,3/10/2010 12:29,54,5,46,11,78,1
9561,92226860,11/24/2009 2:15,3/10/2010 12:31,220,112,888,15,48,1
16356,121027283,3/8/2010 1:32,3/10/2010 12:32,259,38,0,8,0,1
13468,107556612,1/22/2010 17:52,3/10/2010 12:33,1074,177,2,10,0,1
13157,106266184,1/18/2010 19:02,3/10/2010 12:34,740,795,5715,11,45,1
16316,120818213,3/7/2010 11:07,3/10/2010 12:35,204,35,0,7,0,1
13821,109077583,1/27/2010 16:28,3/10/2010 12:38,98,54,250,7,104,1
9574,92309774,11/24/2009 10:36,3/10/2010 12:39,2384,2286,2627,12,63,1
15891,118662156,3/1/2010 5:23,3/10/2010 12:40,778,195,21,14,160,1
3117,32445507,4/17/2009 10:24,3/10/2010 12:41,2912,3663,4447,7,106,1
15943,118849381,3/1/2010 16:53,3/10/2010 12:42,658,132,470,14,0,1
16400,121282742,3/8/2010 19:12,3/10/2010 12:44,569,165,9,15,51,1
15031,114287457,2/14/2010 15:29,3/10/2010 12:45,289,120,153,14,86,1
16363,121071626,3/8/2010 4:49,3/10/2010 12:46,276,32,1,9,0,1
3220,33595050,4/20/2009 12:42,3/10/2010 12:47,15444,16217,1267,13,143,1
11201,100220316,12/29/2009 7:04,3/10/2010 12:49,750,172,11,10,0,1
8862,88562563,11/8/2009 19:41,3/10/2010 12:50,1028,320,1860,6,0,1
11210,100222127,12/29/2009 7:13,3/10/2010 12:51,733,167,15,15,102,1
16419,121364175,3/9/2010 2:03,3/10/2010 12:52,365,62,1,12,0,1
14430,111490762,2/4/2010 21:19,3/10/2010 12:55,722,100,20,11,0,1
6161,64984980,8/12/2009 3:52,3/10/2010 12:56,1609,744,87,15,60,1
15709,117509952,2/25/2010 13:53,3/10/2010 12:57,761,106,29,12,81,1
2511,25589659,3/20/2009 17:29,3/10/2010 12:58,1904,1064,541,15,78,1
1751,20156400,2/5/2009 9:27,3/10/2010 13:01,818,127,447,13,0,1
12298,103042851,1/8/2010 11:45,3/10/2010 13:02,1038,253,9,10,112,1
15863,118603544,2/28/2010 23:47,3/10/2010 13:03,1164,154,34,15,0,1
1673,19704469,1/29/2009 4:05,3/10/2010 13:04,1752,1765,1185,12,82,1
16116,119646095,3/4/2010 0:52,3/10/2010 13:05,549,191,2,11,0,1
9416,91552247,11/21/2009 5:15,3/10/2010 13:07,353,27,0,13,0,1
16133,119743292,3/4/2010 8:22,3/10/2010 13:07,1363,107,5,15,0,1
12958,105498268,1/16/2010 8:44,3/10/2010 13:08,107,34,2,13,0,1
2649,27082430,3/27/2009 14:56,3/10/2010 13:09,501,861,1491,15,135,1
15960,118932154,3/1/2010 22:18,3/10/2010 13:11,781,223,328,11,105,1
15628,117109248,2/24/2010 9:25,3/10/2010 13:12,563,221,435,13,142,1
6582,69168230,8/26/2009 20:56,3/10/2010 13:13,1737,1723,26,15,54,1
9520,91994064,11/23/2009 5:32,3/10/2010 13:16,358,31,0,13,0,1
14510,111833845,2/6/2010 2:23,3/10/2010 13:17,872,865,429,6,25,1
10594,97561202,12/17/2009 18:42,3/10/2010 13:18,1503,1443,11,7,40,1
16415,121356500,3/9/2010 1:18,3/10/2010 14:16,362,0,0,9,0,1
14334,111140995,2/3/2010 17:09,3/10/2010 19:48,1445,188,70,13,80,1
14815,113241021,2/10/2010 22:28,3/10/2010 1:00,1105,221,316,10,0,1
14800,113216390,2/10/2010 20:37,3/10/2010 1:01,1229,235,333,9,0,1
16215,120243069,3/5/2010 16:24,3/10/2010 1:03,814,177,2,13,0,1
15632,117147750,2/24/2010 11:52,3/10/2010 1:04,2001,996,31,14,89,1
1771,20345400,2/7/2009 19:27,3/10/2010 1:04,1023,1337,2850,11,18,1
9434,91581221,11/21/2009 8:26,3/10/2010 1:05,387,63,0,13,0,1
10640,97837336,12/19/2009 0:15,3/10/2010 1:06,1303,337,76,10,59,1
1547,19130243,1/17/2009 18:43,3/10/2010 1:08,1471,613,303,8,120,1
1390,18545766,1/1/2009 22:51,3/10/2010 1:09,5380,6454,97,4,78,1
8916,88951682,11/10/2009 9:34,3/10/2010 1:11,1490,746,162,10,154,1
1452,18781322,1/8/2009 15:59,3/10/2010 1:12,294,38,111,15,63,1
9427,91560971,11/21/2009 6:22,3/10/2010 1:13,367,10,0,13,0,1
9519,91993915,11/23/2009 5:32,3/10/2010 1:14,260,4,0,13,0,1
15691,117377147,2/25/2010 5:09,3/10/2010 1:15,280,116,23,11,42,1
15740,117881236,2/26/2010 16:52,3/10/2010 20:43,1207,450,337,9,98,1
9378,91390088,11/20/2009 11:53,3/10/2010 20:46,515,48,50,13,0,1
9410,91548369,11/21/2009 4:45,3/10/2010 20:46,333,25,50,13,0,1
15048,114380087,2/15/2010 0:17,3/10/2010 20:47,942,413,15,13,53,1
4758,50238804,6/24/2009 1:56,3/10/2010 20:49,1148,2087,55,15,63,1
13767,108850603,1/26/2010 23:50,3/10/2010 20:50,1285,180,16,15,0,1
12395,103451986,1/9/2010 20:20,3/10/2010 20:53,671,634,349,12,0,1
6275,66069235,8/16/2009 1:36,3/10/2010 20:54,3266,3625,15,9,109,1
8713,87538492,11/4/2009 15:33,3/10/2010 20:55,1999,1716,254,15,18,1
5868,62005509,8/1/2009 5:01,3/10/2010 20:56,1987,1379,1044,15,159,1
9669,92952279,11/27/2009 5:36,3/10/2010 20:58,3472,3167,2786,15,95,1
16370,121148605,3/8/2010 9:37,3/10/2010 20:59,37,9,16,13,98,1
9810,93976240,12/1/2009 18:04,3/10/2010 21:00,1986,1535,2359,11,128,1
16362,121064010,3/8/2010 4:13,3/10/2010 21:01,1326,224,193,11,75,1
16124,119667941,3/4/2010 2:42,3/10/2010 21:02,1124,472,92,15,140,1
15076,114545758,2/15/2010 13:47,3/10/2010 21:03,294,47,294,15,0,1
15137,114809783,2/16/2010 11:42,3/10/2010 21:04,390,99,210,11,0,1
15103,114667162,2/16/2010 0:19,3/10/2010 21:05,287,40,216,13,0,1
15265,115442332,2/18/2010 11:32,3/10/2010 21:06,814,159,42,15,107,1
10213,96028499,12/10/2009 19:25,3/10/2010 21:08,2360,2156,2065,10,78,1
14762,112986596,2/10/2010 3:56,3/10/2010 21:12,409,62,6,12,24,1
16089,119505548,3/3/2010 15:24,3/10/2010 21:13,272,51,159,11,0,1
10125,95583687,12/8/2009 23:21,3/10/2010 21:14,2001,546,85,11,24,1
3604,38067856,5/5/2009 19:41,3/10/2010 21:15,16373,16189,1645,9,64,1
2719,27737780,3/30/2009 16:46,3/10/2010 21:16,4415,4156,869,11,131,1
5423,57770064,7/17/2009 16:59,3/10/2010 21:18,1842,1325,508,12,130,1
1281,18197800,12/17/2008 13:55,3/10/2010 21:19,1993,1724,541,12,53,1
16438,121454974,3/9/2010 9:09,3/10/2010 21:21,83,21,32,15,93,1
15914,118739189,3/1/2010 10:18,3/10/2010 21:22,547,193,220,14,87,1
5671,60247456,7/26/2009 1:08,3/10/2010 21:23,2314,2115,1048,15,124,1
14997,114124541,2/14/2010 0:35,3/10/2010 21:24,689,412,197,11,144,1
7764,79997246,10/5/2009 6:18,3/10/2010 21:26,696,269,35,6,101,1
